,Text,Type
5796," #BeHappy” 
Tweet, “Success is not final, failure is not fatal: it is the courage to continue that counts",bot
5797," #StayDetermined” 
Tweet, “The best way to predict the future is to create it",bot
5798," #CreateYourFuture” 
Tweet, “The only way to do great work is to love what you do",bot
5799," #LoveWhatYouDo” 
Tweet, “It takes courage to grow up and become who you really are",bot
5800," #BeBrave” 
Tweet, “Life is not about waiting for the storm to pass, it's about learning to dance in the rain",bot
5801," #NeverGiveUp” 
Tweet, “A smooth sea never made a skilled sailor",bot
5802," #KeepChallenging” 
Tweet, “Failure is not about insecurity, it's about lack of execution",bot
5803," #WorkHarder” 
Tweet, “Take risks, challenge the status quo and be brave",bot
5804," #BeBold” 
Tweet, “Great things never came from comfort zones",bot
5805," #PushYourLimits” 
Tweet, “Optimism is the faith that leads to achievement",bot
5806," #ThinkPositively” 
Tweet, “Success is not the key to happiness",bot
5807, Happiness is the key to success,bot
5808," #BeHappy” 
Tweet, “The only way to do great work is to love what you do",bot
5809," #Passion” 
Tweet, “When you face your fears, extraordinary things can happen",bot
5810," #FaceYourFears” 
Tweet, “The best way to predict the future is to create it",bot
5811," #CreateYourOwnPath” 
Tweet, “The secret of getting ahead is getting started",bot
5812," #StartNow” 
Tweet, “You miss % of the shots you don't take",bot
5813," #TakeTheChance” 
Tweet, “It's not about how much you do, but how much love you put into what you do",bot
5814," #PutYourHeartIntoIt” 
Tweet, “The most difficult thing is not to change the world, but to change yourself",bot
5815," #SelfImprovement” 
Tweet, “Change your thoughts and you can change your world",bot
5816," #ChangeYourMindset” 
Tweet, “Life is either a daring adventure or nothing at all",bot
5817," #DareToDream” 
Tweet, “Pursue what catches your heart, not what catches your eyes",bot
5818," #FollowYourHeart” 
Tweet, “Success is not final, failure is not fatal: it is the courage to continue that counts",bot
5819," #Persist” 
Tweet, “Don't watch the clock, do what it does",bot
5820, Keep going,bot
5821," #KeepGoing” 
Tweet, “The only way to do great work is to love what you do",bot
5822," #LoveWhatYouDo” 
Tweet, “Your attitude determines your direction",bot
5823," #BePositive” 
Tweet, “The future belongs to those who believe in the beauty of their dreams",bot
5824," #Believe” 
Tweet, “The only impossible journey is the one you never begin",bot
5825," #BeginTheJourney” 
Tweet, “If you want something you've never had, you have to do something you've never done",bot
5826," #TakeAction” 
Tweet, “The best way to make your dreams come true is to wake up",bot
5827," #WakeUp” 
Tweet, “The greatest pleasure in life is doing what others say you can't",bot
5828," #ProveThemWrong” 
Tweet, “Be brave, take risks and never stop learning",bot
5829," #LearnSomethingNew” 
Tweet, “You can't start the next chapter of your life if you keep re-reading the last one",bot
5830," #MoveForward” 
Tweet, “You don't have to be perfect to be amazing",bot
5831," #BeAmazing” 
Tweet, “Keep your eyes on the stars, and your feet on the ground",bot
5832," #DreamBig”
Tweet,  “Success doesn't come easy, but its worth it in the end",bot
5833," #Success” 
Tweet, “Great things never came from comfort zones",bot
5834," #StepOutOfYourComfortZone” 
Tweet, “Be brave enough to live the life of your dreams",bot
5835," #LiveYourDreams” 
Tweet, “Life is an adventure, take risks and make it happen",bot
5836," #GoForIt” 
Tweet, “No matter how many mistakes you make, you are still worthy of love and belonging",bot
5837," #LoveYourself” 
Tweet, “If opportunity doesn't knock, build a door",bot
5838," #CreateOpportunities” 
Tweet, “Dream big, think positively, and don't forget to take action",bot
5839," #TakeAction” 
Tweet, “Work hard, stay focused and never give up on your dreams",bot
5840," #WorkHard” 
Tweet, “Challenges are what make life interesting and overcoming them is what makes life meaningful",bot
5841," #DareToDream” 
Tweet, “The future belongs to those who believe in the beauty of their dreams",bot
5842," #Dream” 
Tweet, “Success is not overnight, it's a journey to be enjoyed",bot
5843," #EnjoyTheJourney” 
Tweet, “The key to success is consistency and hard work",bot
5844," #KeepGoing” 
Tweet, “You can't have a better tomorrow if you're thinking about yesterday",bot
5845," #MoveForward” 
Tweet, “Life is too short to wait, make today count! #MakeItHappen” 
Tweet, “The most important thing is to enjoy your life - to be happy - it's all that matters",bot
5846," #BeHappy” 
Tweet, “Take the first step in faith",bot
5847, You don't have to see the whole staircase,bot
5848, Just take the first step,bot
5849," #TakeTheFirstStep” 
Tweet, “Life is not about waiting for the storm to pass, it's about learning to dance in the rain",bot
5850," #DanceInTheRain” 
Tweet, “You can't reach your goals if you don't try",bot
5851," #NeverGiveUp” 
Tweet, “Focus on being productive instead of busy",bot
5852," #GetThingsDone” 
Tweet, “Success isn't about being the best, it's about being better than you were yesterday",bot
5853," #BeBetter” 
Tweet, “Believe in yourself and you'll get there",bot
5854," #Believe” 
Tweet, “You can't have a better tomorrow if you're still thinking about yesterday",bot
5855," #LeaveThePastBehind” 
Tweet, “A journey of a thousand miles begins with a single step",bot
5856," #TakeThatStep” 
Tweet, “Don't dream your life, live your dreams",bot
5857," #LiveYourDreams” 
Tweet, “Every moment is a fresh beginning",bot
5858," #FreshBeginnings” 
Tweet, “Impossible is just an opinion",bot
5859," #Opinion” 
Tweet, “It is never too late to be what you might have been",bot
5860," #StartToday” 
Tweet, “The only limits are the ones you set for yourself",bot
5861," #NoLimits” 
Tweet, “The pain you feel today will be the strength you feel tomorrow",bot
5862," #Strength” 
Tweet, “You learn more from failure than from success",bot
5863, Don't let it stop you,bot
5864," #FailForward” 
Tweet, “Successful people do what unsuccessful people are not willing to do",bot
5865," #DoMore” 
Tweet, “Don't be afraid to fail",bot
5866, Be afraid not to try,bot
5867," #TryAgain” 
Tweet, “Turn your wounds into wisdom",bot
5868," #Wisdom” 
Tweet, “Courage is not having the strength to go on; it is going on when you don't have the strength",bot
5869," #BeCourageous” 
Tweet, “Success isn't about being the best, it's about being better than you were yesterday",bot
5870," #Improvement” 
Tweet, “Life isn't about waiting for the storm to pass, it's about learning to dance in the rain",bot
5871," #DanceInTheRain” 
Tweet, “The journey of a thousand miles begins with one step",bot
5872," #OneStepAtATime” 
Tweet, “Don't be afraid to take risks",bot
5873, The greatest failure is not taking any,bot
5874," #TakeARisk” 
Tweet, “Don't let fear or self-doubt stop you from chasing your dreams",bot
5875," #DoNotGiveUp” 
Tweet, “Believe in yourself and anything is possible",bot
5876," #Believe” 
Tweet, “It doesn't matter how slowly you go as long as you don't stop",bot
5877," #KeepGoing” 
Tweet, “Success requires consistency and hard work",bot
5878," #WorkHard” 
Tweet, “Just keep going and have faith that things will work out",bot
5879," #HaveFaith” 
Tweet, “Small steps lead to big accomplishments",bot
5880," #TakeOneStepAtATime” 
Tweet, “Success is not a destination, it's a journey",bot
5881," #SuccessJourney” 
Tweet, “Keep your head up, keep your heart strong",bot
5882," #StayStrong” 
Tweet, “The success of your future is determined by the choices you make today",bot
5883," #ChooseWisely” 
Tweet, “You will never find success if you're afraid to take risks",bot
5884," #TakeARisk” 
Tweet, “It is never too late to start over",bot
5885," If you weren't happy with yesterday, try something different today",bot
5886," #StartOver” 
Tweet, “Be strong enough to let go, and patient enough to wait for what you deserve",bot
5887," #LetGoAndWait”

""The nation is stronger when we reject racism and embrace inclusion",bot
5888," #Political #Diversity"",,,
""Debates are the cornerstone of democracy",bot
5889, Let's use this opportunity to hear different opinions and come together to strengthen our country,bot
5890," #Political"",,,
""No one should be denied a chance to succeed because of their race or ethnicity",bot
5891, I stand in support of equal rights for all,bot
5892," #Politics"",,,
""It's time for responsible leadership to bring about meaningful change and a brighter future",bot
5893," #Political #Change"",,,
""To make America great again, we must equip every American with the tools they need to succeed",bot
5894," #Politics"",,,
""I’m ready to move past partisan politics & work together to make decisions that will benefit everyone, no matter your party affiliation",bot
5895," #Political"",,,
""This country should be run on the values of justice, equality, and hope for all, regardless of status or background",bot
5896," #Political #Justice"",,,
""We must focus on fixing what isn't working and unifying our country to build a future that benefits everyone",bot
5897," #Politics #Unity"",,,
""A strong and vibrant civil society is essential to ensure justice and fairness in our society",bot
5898," #Political #Justice #Fairness"",,,
""My goal is to create an equitable society where everyone is treated with respect and dignity",bot
5899," #Political #Equality #Respect"",,,
""It’s time to bridge divides and stand together around the shared ideals that make our nation strong",bot
5900," #Political #Unity #Values"",,,
""No more excuses - it’s time to take real action on climate change and create a sustainable future for all",bot
5901," #Political #ClimateChange"",,,
""Creating a fair and just society means tackling difficult issues head-on",bot
5902," #Political #Justice #Fairness"",,,
""We must invest resources into lifting up our communities and supporting those who are struggling",bot
5903," #Politics #Communities #Support"",,,
""Leadership should be focused on creating a society that ensures everyone has the opportunity to thrive",bot
5904," #Political #Opportunity #Thrive"",,,

",bot
5905,"Today, the Senate passed The Bipartisan American Rescue Plan to put money in the hands of workers, reduce child poverty and help struggling businesses survive and recover from COVID-",bot
5906,The US Supreme Court issued a ruling that permits religious gatherings of up to  people in California,bot
5907,Proud to announce today that my Vaccine Equity Plan will ensure equity in COVID- vaccine distribution and help slow the spread of the virus,bot
5908,"Unveiling my plan to make sure all Americans have the right to vote, no matter their race or socioeconomic status",bot
5909,"The House has passed the American Job Plan, aiming to create millions of jobs through investments in infrastructure, broadband, and more",bot
5910,"As President, I'm committed to creating an immigration system that provides security and safety while still upholding our values of compassion, fairness and service",bot
5911,"Today, I signed the George Floyd Justice in Policing Act into law, making real, meaningful reform on police accountability and transparency",bot
5912,The US Supreme Court issued a ruling striking down Arizona's restrictive voting laws that have disproportionately limited minority voting,bot
5913,Happy to announce that the new American Family Plan will provide much needed relief to families across the country,bot
5914,The US Department of Education is now accepting applications for student loan forgiveness,bot
5915,"

""The Biden administration is using its clout to keep the US at the forefront of the world's top economies",bot
5916,""",""Joe Biden is pushing for a massive infrastructure plan to rebuild America",bot
5917,"""""The US government is working to close the racial wealth gap and create economic opportunities for all",bot
5918,""",""The White House is focused on strengthening US alliances and building diplomatic ties with other nations",bot
5919,""",""The Biden administration is taking bold steps to reduce inequality and level the playing field for all",bot
5920,""",""The House is passing legislation to tackle climate change and protect our environment",bot
5921,""",""The Senate is working to pass comprehensive immigration reform that will bring millions out of the shadows",bot
5922,""",""The Biden administration is committed to protecting the rights of LGBTQ+ Americans across the country",bot
5923,""",""The President has proposed a plan to create a public health insurance option to offer Americans more choice in healthcare",bot
5924,""",""The Biden administration is fighting for an economy that works for everyone, not just the wealthy few",bot
5925,""",""The federal government is investing billions into green energy to create good-paying jobs and reduce climate change",bot
5926,""",""The Biden administration is pushing for a national paid leave policy to help workers and their families during times of need",bot
5927,""",""The President is seeking to address systemic racism in our criminal justice system by reducing mandatory minimums and reforming police practices",bot
5928,""",""The House is pushing for an increase in the federal minimum wage to give workers a living wage and better quality of life",bot
5929,""",""The US government is taking steps to protect American workers and prevent worker exploitation",bot
5930,""",""The Biden administration is tackling the student loan crisis and making college more affordable",bot
5931,""",""The Senate is passing legislation to expand voting access, protect our elections, and make democracy work for everyone",bot
5932,""",""The White House is focused on curbing gun violence, closing loopholes, and instituting stronger background checks",bot
5933,""",""The Federal Reserve is increasing its efforts to combat economic inequality and promote economic growth for all Americans",bot
5934,""",""The Biden administration is taking action to combat the opioid epidemic and providing resources to those affected",bot
5935,""",""The President is working to reduce healthcare costs and make prescription drugs more affordable for all",bot
5936,""",""The House is passing legislation to protect our air and water and safeguard public health",bot
5937,""",""The US government is investing in renewable energy to create jobs and reduce emissions",bot
5938,""",""The Biden administration is committed to creating jobs and offering job training opportunities to Americans of all backgrounds",bot
5939,""",""The President is pushing for legislation to end gender-based pay discrimination and ensure equal pay for women",bot
5940,""",""The White House is focused on protecting Dreamers and providing them a pathway to citizenship",bot
5941,""",""The US government is taking steps to support small businesses and bolster the US economy",bot
5942,""",""The Biden administration is focusing on providing relief to the American people during this difficult time",bot
5943,""",""The President is making progress on infrastructure investments to create jobs and lay the groundwork for economic growth",bot
5944,""",""The House is considering legislation that would expand affordable healthcare to all Americans",bot
5945,""",""The White House is pushing for paid family leave policies to ensure parents can take care of their children without sacrificing their income",bot
5946,""",""The Senate is working towards comprehensive immigration reform that will give those living in the US the chance for a better life",bot
5947,""",""The Biden administration is investing in rural communities to bring jobs and economic opportunity to all families",bot
5948,""",""The President is pushing for a fair and equitable tax system that puts more money in the pockets of hardworking Americans",bot
5949,""",""The US government is taking steps to combat the effects of climate change and protect our planet",bot
5950,""",""The Senate is considering legislation that would improve access to quality education and reduce student debt",bot
5951,""",""The White House is focused on rebuilding our nation’s infrastructure and creating jobs in the process",bot
5952,""",""The Biden administration is fighting for a living wage and ensuring workers are getting paid a fair amount for their labor",bot
5953,""",""The US government is investing billions in the care economy to increase wages and job opportunities for caregivers",bot
5954,""",""The House is working to protect our environment and combat the effects of global warming",bot
5955,""",""The President is pushing for legislation that would strengthen our social safety net and provide security to vulnerable Americans",bot
5956,""",""The White House is pushing for stronger gun regulations and increased background checks to keep communities safe",bot
5957,""",""The Biden administration is making investments in clean energy to create jobs and reduce carbon emissions",bot
5958,""",""The President is taking steps to address systemic racism and racial disparities in our healthcare system",bot
5959,""",""The White House is pushing for protections for Dreamers and a pathway to citizenship for undocumented immigrants",bot
5960,""",""The US government is investing billions in science and technology to ensure our nation is on the cutting edge",bot
5961,"""

""The #politics of our nation is not healthy",bot
5962, We must come together to make improvements and work for the good of all,bot
5963,""", 
""Time to wake up and fight for what you believe in",bot
5964," Don't forget to vote this year!"", 
""Our leaders have failed us! It's time to speak out and take back control over our #politics",bot
5965,""", 
""The #political situation around the world is deeply concerning",bot
5966, We must all stand together against injustice,bot
5967,""", 
""The only way to make real change in #politics is to get involved and vote!"", 
""The decisions made by the government directly affects us all, so it's important to stay informed on #politics",bot
5968,""", 
""It's time to put an end to the gridlock in Washington",bot
5969," Let's unite and work together to fix our #politics!"", 
""No matter which part you align with, remember that we're all a part of one nation working together",bot
5970," #politics"", 
""The power of #politics lies in the hands of the people",bot
5971," It's time to take action and make a difference!"", 
""The future of #politics is shaped by the decisions of today",bot
5972," Let's work together to create a better tomorrow!"", 
""We should all be advocating for more transparency when it comes to #politics",bot
5973, Nobody should be left in the dark,bot
5974,""", 
""Let's make sure that everyone has a seat at the table when it comes to making decisions about #politics",bot
5975,""", 
""No matter who you are or where you come from, your opinion matters in #politics",bot
5976," Speak up and make it heard!"", 
""It's time to shine a light on the brokenness of our political system and work to make it better for all",bot
5977,""", 
""We must stand together and create a more compassionate, equitable #politics that works for everyone",bot
5978,""", 
""My voice will not be silenced! I stand with others to demand change in #politics",bot
5979,""", 
""Don't let anyone else decide the future of #politics",bot
5980," Vote and make your voice heard!"", 
""Politics affects all of us, so let's unite and make sure our interests are represented in decision-making",bot
5981,""", 
""Make sure to get informed on the issues and policies affecting us",bot
5982, Our #politics should work for everyone,bot
5983,""", 
""It's time for us to build bridges among different ideologies and work towards a brighter tomorrow",bot
5984,""", 
""Don't forget: being informed is the first step to being politically active",bot
5985," Stay up to date on #politics!"", 
""Be the change you want to see in the world",bot
5986," Get involved in #politics and make a difference!"", 
""Change isn't always easy",bot
5987," But together, we can create a more positive direction for our #politics",bot
5988,""", 
""Our #politics should be based on facts and logic, not fear and hatred",bot
5989, Leadership must reflect this,bot
5990,""", 
""We need to raise our voices against exclusion and oppression",bot
5991," Stand up for your beliefs in #politics!"", 
""If we want to make progress, then we must work together to create a more equal and just #politics",bot
5992,""", 
""It takes courage to speak up for what you believe in",bot
5993," Join the fight for a better #politics!"", 
""It's time to create a #politics that works for everyone, no matter your gender, race, or faith",bot
5994,""", 
""Apathy leads to stagnation",bot
5995," Let's rise up and work together for meaningful change in #politics!"", 
""Too often, politicians are driven by special interests over ordinary citizens'",bot
5996," We must take back our #politics!"", 
""Let's make sure that the voices of minorities are heard in #politics",bot
5997, Visibility equals representation,bot
5998,""", 
""We must commit to creating a more open, inclusive #politics that recognizes the humanity of all people",bot
5999,""", 
""No one should ever be able to limit the right of others to freely voice their opinion in #politics",bot
6000,""", 
""It's time to reject the idea of prioritizing the wants of the few over the needs of the many",bot
6001," #Politics"", 
""The power of the people should never be underestimated",bot
6002," Make your voice count in #politics!"", 
""We must hold our elected leaders accountable and ensure they are representing our needs in #politics",bot
6003,""", 
""The decisions we make today will shape our future #politics",bot
6004," Let's make sure it's a bright one!"", 
""Power lies in the hands of the citizens",bot
6005," Together, let's work towards a more progressive #politics!"", 
""Let's make sure that our voices are heard in #politics! No one should be silenced or dismissed",bot
6006,""", 
""We must create a #politics that does not rely on the wealthy and powerful to succeed, but instead the people!"", 
""We must all stand together to fight discrimination and oppression in #politics! Equality is a must",bot
6007,""", 
""It's time to fight for our rights and break down the systems of inequality in #politics",bot
6008,""", 
""It's time to tackle the difficult issues head-on and create an inclusive, progressive #politics!"", 
""It's time to challenge the status quo and push for greater representation in #politics",bot
6009,""", 
""Let's make sure our #politics work for all, regardless of religion, race, or income level",bot
6010,""", 
""We must reject corruption and the abuse of power in all its forms",bot
6011," Keep the #political system in check!"", 
""No one should ever be denied the right to vote",bot
6012," Participation is key to a successful #politics!"", 
""Let's come together to advocate for responsible, forward-thinking #politics",bot
6013,"""

,""RT @rep_steveking: We are being taunted & goaded by a Muslim President who can’t bring himself to call it Radical Islam",bot
6014," #religionofpeace #tcot #p"" 
,""Taking a short break on the campaign trail in White Settlement, Texas",bot
6015," #BigTexas #TX #txga #Politics"" 
,""#Breaking: Wisconsin Governor Scott Walker announces he is dropping out of  Presidential Race",bot
6016," #GOP #Election #politics"" 
,""#SCOTUS rules in favor of #abortion rights! #waronwomen #WeWontGoBack #ProChoice #politics"" 
,""New National Poll puts Trump and Clinton neck and neck in head-to-head matchup",bot
6017," #Election #Politics"" 
,""Is US foreign policy creating more enemies or spreading democracy? #foreignpolicy #politics"" 
,""Stop listening to pundits",bot
6018, Follow your own gut on this election,bot
6019," #Election #politics"" 
,""Former Speaker John Boehner says he won't vote for Donald Trump",bot
6020," #GOP #Election #Politics"" 
,""Don't let the noise of others' opinions drown out your own inner voice",bot
6021," #Election #Politics"" 
,""Who will be the next president of the United States? #Election #Politics"" 
,""It's time to wake up and realize the importance of the  presidential election",bot
6022," #Election #Politics"" 
,""The political divide in America is growing deeper by the day",bot
6023," #Politics"" 
,""What would happen if the presidential election were held today? #Election #Politics"" 
,""The candidates' positions on immigration will be critical in the  election",bot
6024,"#Election #Politics"" 
,""The stakes are high in this election",bot
6025," Make sure you vote! #Election #Politics"" 
,""The  election has been one of the most divisive in modern history",bot
6026," #Election #Politics"" 
,""Will the Supreme Court decide the outcome of the  presidential election? #SCOTUS #Election #Politics"" 
,""The  presidential race has been especially heated this year",bot
6027," #Election #Politics"" 
,""The US has seen an unprecedented number of smear campaigns this election season",bot
6028," #Election #Politics"" 
,""It's time for Americans to take back control of their government",bot
6029," #Election #Politics""

""#Republicans are pushing to take away access to healthcare",bot
6030," We need to fight back and #ProtectOurCare!,
""#Democrat candidates are advocating for climate policies that are necessary for a sustainable future",bot
6031," #GreenNewDeal, 
""The #Trump administration is full of failed policies and broken promises",bot
6032, Its time for a change of leadership,bot
6033,", 
""The #GOP tax bill will only help the wealthy, while making life more difficult for the middle and working class",bot
6034," #EconomicInequality, 
""#Education should be affordable and accessible for everyone, regardless of background or income",bot
6035," #FreeCollegeForAll, 
""The #Mueller report provided clear evidence of obstruction of justice by the President",bot
6036," #ImpeachTrump, 
""#MinimumWage needs to be raised in order to ensure families can provide for themselves and their children",bot
6037," #LivingWage, 
""The #DACA program has been a successful and important part of our immigration system",bot
6038," #DreamersDeserveABetterLife, 
""#Guns should be regulated to keep our schools and communities safe",bot
6039," #GunReformNow, 
""We need comprehensive #ImmigrationReform that includes a pathway to citizenship",bot
6040," #DreamAndPromiseAct, 
""#VotingRights are essential for a functional democracy",bot
6041, We must fight any efforts to suppress them,bot
6042," #LetEveryoneVote, 
""#JusticeReform is essential to an equitable and just criminal justice system",bot
6043," #EndMassIncarceration, 
""Our democracy is under attack from foreign influence",bot
6044, We must protect our elections and our voting systems,bot
6045," #SecureOurVote, 
""We cannot forget that #ClimateChangeis real and requires immediate action",bot
6046," #EnvironmentalProtection, 
""The #GOP is wrong about cutting taxes for the wealthy and corporations",bot
6047, We need responsible fiscal policies,bot
6048," #ProgressiveTaxSystem, 
""#Women deserve the same rights and opportunities as men in all aspects of society",bot
6049," #GenderEquality, 
""#Healthcare is a human right and should be accessible and affordable to all people",bot
6050," #MedicareForAll, 
""#LGBTQ rights are human rights and must be respected and protected",bot
6051," #EqualityForAll, 
""It is unacceptable to disregard the rights of indigenous people",bot
6052," #NativeAmericanRights, 
""Laws protecting workers' rights must be enforced",bot
6053," #FairLaborStandardsAct, 
""We need a modern #Infrastructure system to create jobs and strengthen the economy",bot
6054," #BuildBackBetter, 
""#CleanEnergy must be part of the solution to the global climate crisis",bot
6055," #RenewableEnergy, 
""We must hold corporations accountable for their actions and ensure they pay their fair share in taxes",bot
6056," #CorporateResponsibility, 
""We must uphold the #ParisAgreement to ensure a safer and more secure future for all",bot
6057," #ClimateAction, 
""#NetNeutrality must be restored to protect freedom of expression on the internet",bot
6058," #SaveTheInternet, 
""The role of unions is critical for protecting workers' rights",bot
6059," #UnionRights, 
""#PoliceReform is needed to ensure police officers are held accountable for their actions",bot
6060," #EndPoliceBrutality, 
""The #AffordableCareAct has been a lifesaving program for millions of people",bot
6061, We must protect it,bot
6062," #ProtectOurCare, 
""#DisabilityRights must be respected and protected",bot
6063," #ADA, 
""Money should not be a barrier to higher education",bot
6064," #DebtFreeCollege, 
""We must end #massincarceration and invest in alternatives to prison",bot
6065," #JusticeReformNow, 
""The #GreenNewDeal is the only way to achieve the scale of change needed to prevent catastrophic climate change",bot
6066," #ClimateAction, 
""#Immigration is a strength and should be welcomed",bot
6067, We must ensure these new Americans have a pathway to citizenship,bot
6068," #CitizenshipForAll, 
""We need to stop giving massive tax breaks to big companies and start investing in our communities",bot
6069," #TaxTheRich, 
""The #MeToo movement has been an important part of changing attitudes and protecting women",bot
6070," #TimesUp, 
""#ClimateJustice must be part of the solution to the climate crisis",bot
6071, We must center those most impacted,bot
6072," #EnvironmentalJustice, 
""We must protect our #publiclands for future generations",bot
6073," #KeepItInTheGround, 
""The #EPA must be given the resources and autonomy to protect our environment and public health",bot
6074," #EnvironmentalProtection, 
""We need a balanced budget that supports working families and invests in our future",bot
6075," #FiscalResponsibility, 
""We must invest in new #cleanenergy technologies in order to reduce emissions and meet our climate goals",bot
6076," #RenewableEnergy, 
""#ReproductiveRights are essential for women's health and autonomy",bot
6077," #MyBodyMyChoice, 
""#NetNeutrality safeguards our freedom of expression on the internet",bot
6078, We must protect it,bot
6079," #SaveTheInternet, 
""We must preserve #votingrights and make sure the voices of all citizens are heard",bot
6080," #LetEveryoneVote, 
""#SocialSecurity and #Medicare are essential programs that must be preserved and strengthened",bot
6081," #ProtectOurCare, 
""We must take aggressive action to combat #ClimateChange in order to save our planet",bot
6082," #ActOnClimate, 
""We need to invest more in #PublicEducation and make sure every child in America gets a quality education",bot
6083," #FreeCollegeForAll, 
""#EndPoverty is essential for ensuring a brighter future for all",bot
6084, We must invest in programs to help families in need,bot
6085," #FightPoverty, 
""We must protect the rights of #UndocumentedAmericans",bot
6086, They deserve better than what they have been given,bot
6087," #DreamAndPromiseAct, 
""The #stAmendment protects our freedom of speech, press and religion",bot
6088, We must defend it,bot
6089," #FreeExpression, 
""We must reduce the growing wealth gap between the rich and the poor",bot
6090," #EconomicInequality, 
""We need to invest in #cleanenergy to create jobs and have a healthier, more sustainable future",bot
6091," #GreenNewDeal, 
""We need bold and innovative solutions to address the #ClimateCrisis",bot
6092," #ActOnClimate, 
""#HumanRights must be respected and upheld around the world",bot
6093," #EqualityForAll, 
""#Gerrymandering is a form of voter suppression and must be stopped",bot
6094," #FairMaps, 
""We must increase the minimum wage in order to lift people out of poverty and give them a living wage",bot
6095," #LivingWage, 
""#CriminalJusticeReform is an essential way to decrease mass incarceration, end racial disparities and reform our justice system",bot
6096," #JusticeReformNow, 
""#Healthcare should be affordable and accessible to everyone, regardless of their income",bot
6097," #MedicareForAll, 
""#GunViolence is an epidemic in our nation and we must work together to find solutions",bot
6098," #GunReformNow, 
""The #IranDeal was a step in the right direction and must be preserved",bot
6099," #DiplomacyNotWar, 
""We must invest in #affordablehousing to ensure everyone has access to safe, secure and affordable homes",bot
6100," #HousingForAll, 
""#LGBTQ rights are human rights and must be respected and protected",bot
6101, #EqualityForAll,bot
6102,"

,The American people deserve a government that works for them",bot
6103," #Politics 
,We must create an economy that works for everyone, not just the wealthy and powerful",bot
6104," #Politics 
,Politicians should be held accountable to the promises they make",bot
6105," #Politics 
,We need to make sure all voices are heard in our democracy",bot
6106," #Politics 
,Corruption in politics harms us all and should not be tolerated",bot
6107," #Politics 
,We must strive for an equal, just and compassionate society",bot
6108," #Politics 
,It is essential for citizens to be engaged in the decisions that affect their lives",bot
6109," #Politics 
,We must stand up for our rights and hold our leaders accountable",bot
6110," #Politics 
,Our democracy is stronger when everyone has the right to vote and participate",bot
6111," #Politics 
,We need to invest in infrastructure that supports economic growth and job creation",bot
6112," #Politics 
,Political discourse should be based on facts, not lies or fear-mongering",bot
6113," #Politics 
,We must act together to solve global challenges such as climate change",bot
6114," #Politics 
,We need strong laws and regulations that protect our environment and public health",bot
6115," #Politics 
,A fair tax system should ensure that everyone pays their fair share",bot
6116," #Politics 
,The right to freedom of speech is fundamental to a democratic society",bot
6117," #Politics 
,We need transparency and accountability in government to ensure trust",bot
6118," #Politics 
,Our government must reflect the diversity of the people it serves",bot
6119," #Politics 
,We must have fair and open elections with no interference from foreign actors",bot
6120," #Politics 
,We need strong policies that invest in our communities and promote equity",bot
6121," #Politics 
,The government must provide access to healthcare for all its citizens",bot
6122," #Politics 
,We must ensure that everyone has access to quality education",bot
6123," #Politics 
,The government must guarantee the safety and security of all its citizens",bot
6124," #Politics 
,Accountability for elected leaders is essential for protecting democracy",bot
6125," #Politics 
,We must eliminate corporate influence from our political system",bot
6126," #Politics 
,The government must take action to address inequalities in our society",bot
6127," #Politics 
,The political system should represent the will of the people, not special interests",bot
6128," #Politics 
,We must work towards a fairer economic system that rewards hard work",bot
6129," #Politics 
,The government must prioritize the needs of the most vulnerable in our society",bot
6130," #Politics 
,The government should seek to protect and respect human rights everywhere",bot
6131," #Politics 
,We can't allow partisan politics to override the needs of our country",bot
6132," #Politics 
,It is essential that we build bridges across cultural differences",bot
6133," #Politics 
,Change is only possible when we come together to make our voices heard",bot
6134," #Politics 
,We must ensure that everyone is treated equally and with dignity",bot
6135," #Politics 
,Our government should make decisions in the best interest of all citizens",bot
6136," #Politics 
,We need to make sure that the benefits of economic development are shared equitably",bot
6137," #Politics 
,We must reduce the influence of money in our political system",bot
6138," #Politics 
,We must protect the environment and fight climate change",bot
6139," #Politics 
,The government must ensure our national security and protect its citizens",bot
6140," #Politics 
,We must prioritize peace, justice, and human rights in our foreign policy",bot
6141," #Politics 
,We need to put the public interest above private gain",bot
6142," #Politics 
,A government of the people should be transparent and accountable",bot
6143," #Politics 
,We must invest in communities to improve quality of life and economic opportunities",bot
6144," #Politics 
,Our government must do more to address poverty and inequality",bot
6145," #Politics 
,We must create a political system that represents all voices and interests",bot
6146," #Politics 
,It is essential for citizens to be informed about the decisions that affect their lives",bot
6147," #Politics 
,We must reject hateful rhetoric and bigotry in all forms",bot
6148," #Politics 
,The government should strive for economic policies that benefit the middle class",bot
6149," #Politics 
,We must provide a basic level of income security for all citizens",bot
6150," #Politics 
,We need policies that promote renewable energy and environmental sustainability",bot
6151," #Politics 
,The government must act to protect civil liberties and human rights",bot
6152," #Politics 
,We must protect our democratic institutions and the rule of law",bot
6153," #Politics 
,We need reforms that make our electoral system more fair and transparent",bot
6154," #Politics 
,We must protect our civil rights and ensure equality for all",bot
6155," #Politics 
,The government must address the needs of vulnerable communities",bot
6156," #Politics 
,We must ensure our foreign policy is based on principles of justice and fairness",bot
6157," #Politics 
,The media should play a critical role in holding politicians accountable",bot
6158," #Politics 
,We must strive for greater gender equality and support for women’s rights",bot
6159," #Politics 
,We must prioritize the needs of our young people in policies and programs",bot
